facility_id,program_type,facility_status,facility_name,city,zipcode,school_district_name,infant_capacity,toddler_capacity,preschool_capacity,school_age_capacity,children_capacity,total_capacity,latitude,longitude,is_active_facility,geo_missing_flag,under5_capacity_current,capacity_inconsistency_flag,zero_total_capacity_flag
709859,SACC,Registration,NIA Community Services Network @ IS 98,Brooklyn,11235,Brooklyn 22,0,0,0,444,0,444,40.583355,-73.953826,1,False,0,0,0
879543,GFDC,License,"Pichardo De Bodden, Carolina",Bronx,10460,Bronx 10,0,0,0,4,12,16,40.84501,-73.879617,1,False,12,0,0
135827,SACC,Registration,Parson Beacon @JHS 168,Flushing,11366,Queens 25,0,0,0,281,0,281,40.724513,-73.808545,1,False,0,0,0
865366,FDC,Registration,Freespirit Nanny LLC,Bronx,10451,Bronx 7,0,0,0,0,6,6,40.824004,-73.92615,1,False,6,0,0
818301,GFDC,License,Rainbow Palace Daycare Inc.,Brooklyn,11231,Brooklyn 15,0,0,0,4,12,16,40.682786,-74.003201,1,False,12,0,0
704149,GFDC,License,Safari Day Care  Inc.,Flushing,11355,Queens 25,0,0,0,4,12,16,40.760226,-73.813635,1,False,12,0,0
826515,GFDC,License,"Building Blocks Group Family Daycare, LLC",Brooklyn,11207,Brooklyn 19,0,0,0,0,10,10,40.666223,-73.896505,1,False,10,0,0
603401,GFDC,License,Half Pint Daycare,Laurelton,11413,Queens 29,0,0,0,4,12,16,40.680898,-73.739013,1,False,12,0,0
715479,GFDC,License,"Serrano, Nestor",Woodhaven,11421,Queens 27,0,0,0,4,12,16,,,1,True,12,0,0
425102,GFDC,License,"Deleon, Natacha",BRONX,10460,Bronx 11,0,0,0,2,12,14,40.840399,-73.869467,1,False,12,0,0
614406,FDC,Registration,"Bennett- Miller, Diane",Bronx,10453,Bronx 10,0,0,0,2,6,8,40.856539,-73.916386,1,False,6,0,0
736330,GFDC,License,"Happy Kids Family Day Care, Inc.",Bronx,10463,Bronx 10,0,0,0,4,12,16,40.880763,-73.905467,1,False,12,0,0
850751,GFDC,License,"Perez, Allison",Saint  Albans,11412,Queens 29,0,0,0,4,12,16,40.697471,-73.76021,1,False,12,0,0
618267,SACC,Registration,"New York Junior Tennis League, Inc.",New York,10040,Manhattan 6,0,0,0,64,0,64,40.856129,-73.937294,1,False,0,0,0
751515,GFDC,License,My Favorite Place Group Daycare,Bronx,10466,Bronx 11,0,0,0,4,12,16,40.887365,-73.862153,1,False,12,0,0
641485,GFDC,License,Pink & Blue Group Family Daycare Inc,Bronx,10451,Bronx 7,0,0,0,4,12,16,40.824004,-73.92615,1,False,12,0,0
875824,GFDC,License,"Kohanov, Devorah",Flushing,11367,Queens 25,0,0,0,4,12,16,40.721949,-73.814954,1,False,12,0,0
674560,GFDC,License,Rising Stars Academic Center,Brooklyn,11235,Brooklyn 22,0,0,0,4,12,16,40.592595,-73.933852,1,False,12,0,0
702841,GFDC,License,"Pace, Angele",Astoria,11102,Queens 30,0,0,0,4,12,16,40.776153,-73.927208,1,False,12,0,0
880848,GFDC,License,One Sunrise Daycare Corporation,Bronx,10453,Bronx 10,0,0,0,4,12,16,40.857357,-73.9162,1,False,12,0,0
649582,GFDC,License,Little Einsteins Child Care,Bronx,10462,Bronx 11,0,0,0,4,12,16,40.837533,-73.8487,1,False,12,0,0
789704,GFDC,License,"Suero De Diaz, Mirelis",Bronx,10455,Bronx 7,0,0,0,4,12,16,40.812826,-73.916428,1,False,12,0,0
258359,FDC,Registration,"Sow, Dounaba",Bronx,10460,Bronx 12,0,0,0,2,6,8,40.837298,-73.889569,1,False,6,0,0
692302,GFDC,License,"Bernabe, Myriam",Far Rockaway,11691,Queens 27,0,0,0,4,12,16,40.598265,-73.740854,1,False,12,0,0
709824,SACC,Registration,Millennium Development,Brooklyn,11229,Brooklyn 22,0,0,0,139,0,139,40.606609,-73.938867,1,False,0,0,0
775110,SACC,Registration,"Mosholu Montefiore Community Center, Inc.",New York,10027,Manhattan 5,0,0,0,90,0,90,40.81179,-73.956571,1,False,0,0,0
533092,GFDC,License,Little Angels Childcare,Bronx,10469,Bronx 11,0,0,0,4,12,16,40.867417,-73.851333,1,False,12,0,0
880385,GFDC,License,Five Stars Daycare III Inc.,Bronx,10459,Bronx 12,0,0,0,2,12,14,40.830263,-73.895738,1,False,12,0,0
881995,SACC,Registration,New York Tennis League,Bronx,10457,Bronx 9,0,0,0,206,0,206,40.84505,-73.897193,1,False,0,0,0
842288,GFDC,License,"Playground Childcare, Inc.",Bronx,10467,Bronx 10,0,0,0,4,12,16,40.874994,-73.875197,1,False,12,0,0
696475,SACC,Registration,"Samuel Field YM & YWHA, Inc. @ PS / MS 200",Queens,11365,Queens 25,0,0,0,238,0,238,40.730806,-73.805403,1,False,0,0,0
709763,SACC,Registration,"United Activities Unlimited, Inc. @ IS 34",Staten Island,10307,Richmond 31,0,0,0,146,0,146,40.508089,-74.243421,1,False,0,0,0
73092,SACC,Registration,Friends of Crown Heights DCC #2,Brooklyn,11216,Brooklyn 17,0,0,0,60,0,60,40.674867,-73.954179,1,False,0,0,0
817343,SACC,Registration,After  School All  Stars,Brooklyn,11236,Brooklyn 18,0,0,0,265,0,265,40.635593,-73.886454,1,False,0,0,0
684491,SACC,Registration,"Mosholu Montefiore Community Center, Inc.",Bronx,10463,Bronx 10,0,0,0,415,0,415,40.875723,-73.901063,1,False,0,0,0
650989,SACC,Registration,New Settlement Apartments,Bronx,10452,Bronx 9,0,0,0,57,0,57,40.842447,-73.917388,1,False,0,0,0
711912,SACC,Registration,Maspeth Town Hall @ PS 290,Ridgewood,11385,Queens 24,0,0,0,200,0,200,40.712835,-73.908502,1,False,0,0,0
339159,SACC,Registration,Young Dancers In Repertory OST @ PS 127,Brooklyn,11228,Brooklyn 20,0,0,0,115,0,115,40.624254,-74.018534,1,False,0,0,0
690000,GFDC,License,"Mi Bebe Family Day Care III , Corp.",BRONX,10455,Bronx 8,0,0,0,4,12,16,40.816968,-73.900704,1,False,12,0,0
863225,GFDC,License,HAPPY WONDERLAND DAY CARE INC.,Brooklyn,11220,Brooklyn 15,0,0,0,4,12,16,40.64414,-74.007488,1,False,12,0,0
364787,GFDC,License,"Asencio, Lilibeth",Bronx,10452,Bronx 9,0,0,0,4,12,16,40.830851,-73.92174,1,False,12,0,0
820990,SACC,Registration,Kiddies World Inc.,Jamaica,11434,Queens 28,0,0,0,30,0,30,40.669603,-73.765812,1,False,0,0,0
572576,GFDC,License,"Burgos De La Cruz I, Maria",New York,10032,Manhattan 6,0,0,0,4,12,16,40.841406,-73.936001,1,False,12,0,0
641674,GFDC,License,MB  Cultural Garden Inc.,Bronx,10468,Bronx 10,0,0,0,4,12,16,40.865052,-73.90326,1,False,12,0,0
388597,GFDC,License,"De La Cruz Nunez, Mery",BRONX,10456,Bronx 9,0,0,0,4,12,16,40.83427,-73.912328,1,False,12,0,0
460886,GFDC,License,"Pimentel, Alexandra",Corona,11368,Queens 24,0,0,0,4,12,16,40.751162,-73.866692,1,False,12,0,0
726539,GFDC,License,Twins Group Day Care Corp.,Bronx,10467,Bronx 11,0,0,0,4,12,16,40.875224,-73.870103,1,False,12,0,0
578159,GFDC,License,Dolphin,Brooklyn,11221,Brooklyn 32,0,0,0,4,12,16,40.694446,-73.917432,1,False,12,0,0
382946,GFDC,License,"Quiroz, Hilda",Bronx,10472,Bronx 12,0,0,0,4,12,16,40.830522,-73.871715,1,False,12,0,0
223359,FDC,Registration,"Rodriguez, Eneida",BRONX,10462,Bronx 11,0,0,0,1,6,7,40.836749,-73.846371,1,False,6,0,0
229226,FDC,Registration,"Santana, Luz",Bronx,10452,Bronx 9,0,0,0,2,6,8,40.836089,-73.926146,1,False,6,0,0
474350,GFDC,License,"Ramos, Irma",Bronx,10455,Bronx 7,0,0,0,4,12,16,40.819164,-73.911059,1,False,12,0,0
669055,GFDC,License,TANGIES KIDS INC,Staten Island,10303,Richmond 31,0,0,0,4,12,16,40.63891,-74.16931,1,False,12,0,0
805710,SACC,Registration,"Manhattan Youth Recreation & Resources, Inc @ Center School PS 9",New York,10024,Manhattan 3,0,0,0,116,0,116,40.785116,-73.973387,1,False,0,0,0
72889,SACC,Registration,ST. ANN'S CHURCH of MORRISANIA,Bronx,10454,Bronx 7,0,0,0,103,0,103,40.808427,-73.916659,1,False,0,0,0
882931,GFDC,License,X'S Playhouse,Bronx,10463,Bronx 10,0,0,0,0,10,10,40.883307,-73.897955,1,False,10,0,0
743584,GFDC,License,"Jimenez, Edellin",Bronx,10458,Bronx 10,0,0,0,4,12,16,40.871298,-73.882365,1,False,12,0,0
578982,GFDC,License,Bed Stuy Kids,Brooklyn,11221,Brooklyn 13,0,0,0,4,12,16,40.684387,-73.939153,1,False,12,0,0
107741,GFDC,License,"Gaines, Patricia",Brooklyn,11226,Brooklyn 17,0,0,0,4,12,16,40.654237,-73.962002,1,False,12,0,0
794125,GFDC,License,La Abuela Brown Daycare LLC,New York,10040,Manhattan 6,0,0,0,4,12,16,40.85366,-73.927045,1,False,12,0,0
112885,SACC,Registration,ONE WORLD AFTER SCH PS 186,Brooklyn,11214,Brooklyn 20,0,0,0,466,0,466,40.611381,-73.99456,1,False,0,0,0
810501,GFDC,License,"Chotulidis, Tamila",Brooklyn,11204,Brooklyn 20,0,0,0,4,12,16,40.607433,-73.984091,1,False,12,0,0
190208,GFDC,License,"Ga Ga Group Family Day Care, LLC",Staten Island,10304,Richmond 31,0,0,0,4,12,16,40.629062,-74.078556,1,False,12,0,0
709905,SACC,Registration,"Friends of KIPP S.T.A.R College Prep Charter School, Inc. at PS 125",New York,10027,Manhattan 5,0,0,0,291,0,291,40.811157,-73.957177,1,False,0,0,0
546807,FDC,Pending Revocation,"Bostick, Denisa",Brooklyn,11225,Brooklyn 17,0,0,0,2,6,8,40.668515,-73.957444,0,False,6,0,0
838689,GFDC,License,Andrely Daycare LLC,Bronx,10466,Bronx 11,0,0,0,4,12,16,40.891313,-73.857961,1,False,12,0,0
878779,GFDC,License,Crystal Link Learning Daycare,Laurelton,11413,Queens 29,0,0,0,4,12,16,40.664276,-73.747727,1,False,12,0,0
794112,GFDC,License,"Polanco, Bianca",Bronx,10455,Bronx 7,0,0,0,2,12,14,40.81525,-73.904925,1,False,12,0,0
354802,GFDC,License,"Lacoa, Joycelyn",Brooklyn,11210,Brooklyn 22,0,0,0,4,12,16,40.631991,-73.934885,1,False,12,0,0
866963,GFDC,License,"Omoruyi, Edith",Bronx,10458,Bronx 10,0,0,0,0,12,12,40.856758,-73.897586,1,False,12,0,0
312602,GFDC,License,"Nunez- Gil, Celedonia",Brooklyn,11220,Brooklyn 15,0,0,0,4,12,16,40.642217,-74.015803,1,False,12,0,0
620077,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc.",New York,10038,Manhattan 2,0,0,0,298,0,298,40.711048,-74.00536,1,False,0,0,0
712502,SACC,Registration,"Steps To Success IV, LLC",Staten Island,10305,Richmond 31,0,0,0,18,0,18,40.593796,-74.087463,1,False,0,0,0
798667,GFDC,License,"Villa, Belquis",Bronx,10468,Bronx 10,0,0,0,2,12,14,40.866309,-73.902347,1,False,12,0,0
660346,SACC,Registration,Church in the Gardens Community House After School,Forest Hills,11375,Queens 28,0,0,0,80,0,80,40.716321,-73.840989,1,False,0,0,0
650107,GFDC,License,D'Jesus Day Care Inc.,Bronx,10468,Bronx 10,0,0,0,4,12,16,40.863749,-73.898043,1,False,12,0,0
346622,GFDC,License,BEST START ACADEMY,Bronx,10466,Bronx 11,0,0,0,4,12,16,40.894352,-73.845347,1,False,12,0,0
72579,GFDC,License,"Boateng, Kate",Bronx,10452,Bronx 9,0,0,0,0,12,12,40.832629,-73.921791,1,False,12,0,0
750783,FDC,Registration,"Chowdhury, Ayesha",New York,10029,Manhattan 4,0,0,0,2,6,8,40.7897,-73.944679,1,False,6,0,0
737344,GFDC,License,"Pena, Sonia",Bronx,10468,Bronx 10,0,0,0,4,12,16,40.875861,-73.886327,1,False,12,0,0
254731,SACC,Registration,PS 11 Programs Inc.,New York,10011,Manhattan 2,0,0,0,400,0,400,40.744335,-74.00055,1,False,0,0,0
800203,SACC,Registration,Vision Ed Inc,Bronx,10451,Bronx 7,0,0,0,159,0,159,40.819048,-73.919393,1,False,0,0,0
73562,SACC,Registration,"Chinese-American Planning Council, Inc.",New York,10002,Manhattan 2,0,0,0,160,0,160,40.713158,-73.991349,1,False,0,0,0
745071,GFDC,License,Baba-Lee Angels Family Day Care LLC,Brooklyn,11207,Brooklyn 19,0,0,0,4,12,16,40.662231,-73.893614,1,False,12,0,0
836488,GFDC,License,"Cerda, Alejandra",Long Island City,11101,Queens 30,0,0,0,4,12,16,40.756417,-73.934929,1,False,12,0,0
598890,GFDC,License,Papayas Place Child Care Inc.,Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16,40.68315,-73.876969,1,False,12,0,0
136955,GFDC,License,L. M. Little Star Day Care,New York,10029,Manhattan 4,0,0,0,2,12,14,40.788344,-73.939487,1,False,12,0,0
861448,GFDC,License,"Bueno, Daysi",Bronx,10457,Bronx 10,0,0,0,4,12,16,40.848127,-73.885518,1,False,12,0,0
778803,GFDC,License,DLOURDES HAPPY PLACE DAYCARE INC,Bronx,10453,Bronx 9,0,0,0,4,12,16,40.84903,-73.92071,1,False,12,0,0
387484,GFDC,License,"Cabral Vargas, Maria",Queens,11385,Queens 24,0,0,0,4,12,16,40.695404,-73.893806,1,False,12,0,0
694157,GFDC,License,The Little Giants Daycare Incorporated,Bronx,10460,Bronx 12,0,0,0,4,12,16,40.84041,-73.881596,1,False,12,0,0
425808,FDC,Registration,"Garner, Kim",Bronx,10456,Bronx 9,0,0,0,2,6,8,,,1,True,6,0,0
208271,GFDC,License,LITTLE ANDY'S DAY CARE I INC.,BROOKLYN,11236,Brooklyn 18,0,0,0,4,12,16,40.635637,-73.892082,1,False,12,0,0
856735,GFDC,License,"Taveras, Ana",Manhattan,10029,Manhattan 4,0,0,0,4,12,16,40.789029,-73.952,1,False,12,0,0
816157,FDC,Registration,"Perez Munoz, Maritza",Bronx,10453,Bronx 10,0,0,0,2,6,8,40.854398,-73.915216,1,False,6,0,0
630330,GFDC,License,KINGS KIDS FAMILY DAYCARE CORP,Rosedale,11422,Queens 29,0,0,0,0,12,12,,,1,True,12,0,0
330984,GFDC,License,"Rowe, Geraldine",Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16,40.670786,-73.878855,1,False,12,0,0
829839,GFDC,License,BLESSING BLESS DAY CARE INC.,Bronx,10460,Bronx 12,0,0,0,0,12,12,40.835103,-73.886059,1,False,12,0,0
492292,GFDC,License,"Rodriguez, Evelyn",Bronx,10456,Bronx 8,0,0,0,0,12,12,40.820909,-73.906138,1,False,12,0,0
372166,SACC,Registration,University Settlement Society of NY/PS 219,Broooklyn,11212,Brooklyn 18,0,0,0,231,0,231,40.659182,-73.922655,1,False,0,0,0
819166,GFDC,License,"Hunter, Leonie",Brooklyn,11203,Brooklyn 18,0,0,0,4,12,16,40.637724,-73.934499,1,False,12,0,0
757062,SACC,Registration,"New York Edge, Inc.",BRONX,10460,Bronx 12,0,0,0,145,0,145,40.836461,-73.892784,1,False,0,0,0
815496,SACC,Registration,"Variety Boys And Girls Club Of Queens, Inc. @ IS 010",Long Island City,11103,Queens 30,0,0,0,209,0,209,40.759353,-73.912398,1,False,0,0,0
773061,GFDC,License,"Poy, Nicole",Bronx,10458,Bronx 10,0,0,0,4,12,16,40.859244,-73.893433,1,False,12,0,0
709685,SACC,Registration,"New York Edge, Inc.",Jamaica,11426,Queens 26,0,0,0,144,0,144,40.74432,-73.727034,1,False,0,0,0
548365,GFDC,License,"Cepin, Luz",Ozone Park,11417,Queens 27,0,0,0,4,12,16,40.675176,-73.859637,1,False,12,0,0
877639,SACC,Registration,"Achievement Lab 6, LLC.",Brooklyn,11203,Brooklyn 18,0,0,0,132,0,132,40.65341,-73.932976,1,False,0,0,0
440121,SACC,Registration,The Korean American Family Service Center,Flushing,11355,Queens 25,0,0,0,101,0,101,40.760401,-73.818013,1,False,0,0,0
781642,GFDC,License,"Amoh, Anna",Bronx,10453,Bronx 9,0,0,0,0,12,12,40.850908,-73.921544,1,False,12,0,0
275554,GFDC,License,"Perez Collado, Fe Maria",Bronx,10459,Bronx 12,0,0,0,4,12,16,40.824858,-73.890694,1,False,12,0,0
532278,GFDC,License,"LOV-IN HANDS DAYCARE, INC",Rosedale,11422,Queens 29,0,0,0,4,12,16,40.657718,-73.738662,1,False,12,0,0
844818,GFDC,License,"Soto Rodriguez, Mileiby",Bronx,10456,Bronx 9,0,0,0,0,12,12,40.830096,-73.906476,1,False,12,0,0
880334,SACC,Registration,Huan-Yu Education Center Inc.,Flushing,11355,Queens 25,0,0,0,110,0,110,40.758676,-73.824384,1,False,0,0,0
502254,FDC,Registration,"Anderson, Regina",Bronx,10453,Bronx 10,0,0,0,0,6,6,40.848237,-73.914401,1,False,6,0,0
709668,SACC,Registration,Good Shepherd Services,Bronx,10456,Bronx 7,0,0,0,240,0,240,40.818766,-73.905816,1,False,0,0,0
73733,SACC,Registration,SAMUEL FIELD Y/ BAY TERRACE @ PS.169,Bayside,11360,Queens 25,0,0,0,360,0,360,40.782311,-73.778854,1,False,0,0,0
530785,GFDC,License,"Adams, Colleen",Far Rockaway,11691,Queens 27,0,0,0,4,12,16,40.608014,-73.756936,1,False,12,0,0
624602,SACC,Registration,Superior Daycare Center,Brooklyn,11207,Brooklyn 32,0,0,0,17,0,17,40.683293,-73.910855,1,False,0,0,0
797998,SACC,Registration,Larimar Communtity Center,Bronx,10458,Bronx 10,0,0,0,17,0,17,40.864264,-73.889211,1,False,0,0,0
413130,GFDC,License,CLARIS & JANET FAMILY DAYCARE CORP,Bronx,10457,Bronx 9,0,0,0,4,12,16,40.844102,-73.909599,1,False,12,0,0
106858,SACC,Registration,"EAST SIDE HOUSE, INC.",Bronx,10454,Bronx 7,0,0,0,160,0,160,40.809207,-73.925525,1,False,0,0,0
502559,GFDC,License,"Medina-Abreu, Raimery",New York,10034,Manhattan 6,0,0,0,0,12,12,40.867622,-73.924385,1,False,12,0,0
67207,FDC,Registration,"Cisse, Penda",New York,10035,Manhattan 4,0,0,0,2,5,7,40.797762,-73.937003,1,False,5,0,0
272783,GFDC,License,"Giggles of Bay Ridge, Inc",Brooklyn,11209,Brooklyn 20,0,0,0,4,12,16,40.61673,-74.037306,1,False,12,0,0
789180,GFDC,License,"Marte, Jose",Bronx,10456,Bronx 9,0,0,0,4,12,16,40.837059,-73.914707,1,False,12,0,0
462258,SACC,Registration,Inwood House,Bronx,10454,Bronx 7,0,0,0,183,0,183,40.806362,-73.921358,1,False,0,0,0
881017,GFDC,License,Munchkin Explorers Group Family Daycare,Bronx,10457,Bronx 9,0,0,0,4,12,16,40.840751,-73.911308,1,False,12,0,0
687534,SACC,Registration,"Inwood Community Services, Inc.",New York,10040,Manhattan 6,0,0,0,298,0,298,40.85309,-73.927559,1,False,0,0,0
764565,FDC,Registration,"Irizarry, Waleska",Bronx,10456,Bronx 9,0,0,0,2,6,8,40.833129,-73.906743,1,False,6,0,0
805025,FDC,Registration,"Jorge- Infante, Maria",New York,10037,Manhattan 5,0,0,0,2,6,8,40.815957,-73.937648,1,False,6,0,0
776621,GFDC,License,"Pena De Los Santos, Massiel",New York,10034,Manhattan 6,0,0,0,4,12,16,40.86889,-73.922465,1,False,12,0,0
73230,SACC,Registration,Kings Bay YM-YWHA,Brooklyn,11229,Brooklyn 22,0,0,0,175,0,175,40.598714,-73.941329,1,False,0,0,0
880239,GFDC,License,Go Kids Group Family Daycare Inc.,Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16,40.6791,-73.883682,1,False,12,0,0
162383,GFDC,License,IMMACULATE PRESCHOOL & DAY CARE,ROSEDALE,11422,Queens 29,0,0,0,4,12,16,40.657675,-73.732657,1,False,12,0,0
843412,GFDC,License,"AZ FUN 1 , INC",Brooklyn,11235,Brooklyn 21,0,0,0,4,12,16,40.585232,-73.963348,1,False,12,0,0
709540,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc.",New York,10128,Manhattan 2,0,0,0,186,0,186,40.780592,-73.947954,1,False,0,0,0
73664,SACC,Registration,The Children's Aid Society @IS 90,New York,10032,Manhattan 6,0,0,0,486,0,486,40.839427,-73.935913,1,False,0,0,0
297391,GFDC,License,"Uceta, Nery",BRONX,10469,Bronx 11,0,0,0,4,12,16,40.866998,-73.856921,1,False,12,0,0
230447,SACC,Registration,"MASPETH TOWN HALL, INC.",Queens,11378,Queens 24,0,0,0,173,0,173,40.729071,-73.893468,1,False,0,0,0
811107,GFDC,License,Smile More Childcare Corp.,Brooklyn,11208,Brooklyn 19,0,0,0,4,12,16,40.686821,-73.868536,1,False,12,0,0
833303,FDC,Registration,"Martinez, Lorgia",Bronx,10456,Bronx 9,0,0,0,2,6,8,40.826238,-73.902097,1,False,6,0,0
503880,GFDC,License,"Barba, Ignacio",Bronx,10456,Bronx 12,0,0,0,2,12,14,40.826206,-73.900722,1,False,12,0,0
669390,SACC,Registration,Serious Fun @ PS 17,Astoria,11102,Queens 30,0,0,0,166,0,166,40.768211,-73.922998,1,False,0,0,0
613252,SACC,Registration,"HAUP 21st Century Horizons Youth Program, PS-241",Brooklyn,11225,Brooklyn 17,0,0,0,222,0,222,40.669082,-73.96052,1,False,0,0,0
74081,SACC,Registration,Butterfly Inc.,Brooklyn,11229,Brooklyn 22,0,0,0,7,0,7,40.615242,-73.944881,1,False,0,0,0
362789,GFDC,License,"Jones, Patricia",Far Rockaway,11691,Queens 27,0,0,0,2,12,14,40.594938,-73.754993,1,False,12,0,0
539236,GFDC,License,"Cruz, Raysa",Bronx,10453,Bronx 10,0,0,0,0,12,12,40.850663,-73.918013,1,False,12,0,0
709648,SACC,Registration,Community Mediation Services @ Q309 Academy of Medical Tech,Far Rockaway,11691,Queens 27,0,0,0,129,0,129,40.60174,-73.762897,1,False,0,0,0
818569,SACC,Registration,"Learning Through an Expanded Arts Program, Inc.",Bronx,10456,Bronx 9,0,0,0,243,0,243,40.827883,-73.914174,1,False,0,0,0
348479,GFDC,License,"Liriano, Eladia",Corona,11368,Queens 24,0,0,0,0,12,12,40.738104,-73.855659,1,False,12,0,0
244520,SACC,Registration,COALITION FOR HISPANIC FAMILY SRVS @ PS 123,Brooklyn,11237,Brooklyn 32,0,0,0,166,0,166,40.703897,-73.922573,1,False,0,0,0
861380,GFDC,License,Dios Primero Corp,Bronx,10457,Bronx 12,0,0,0,4,12,16,40.841364,-73.891609,1,False,12,0,0
854925,GFDC,License,SUNSHINE GROWTH ADVENTURES INC.,Bronx,10467,Bronx 10,0,0,0,4,12,16,40.87571,-73.88041,1,False,12,0,0
583244,GFDC,License,"Ben, Rossangely",Bronx,10459,Bronx 8,0,0,0,2,12,14,40.823576,-73.888448,1,False,12,0,0
827466,GFDC,License,"Cabrera Pena, Zuleyka",Bronx,10462,Bronx 11,0,0,0,0,12,12,40.840872,-73.854251,1,False,12,0,0
703156,FDC,Registration,"Echavarria, Yendri",Bronx,10453,Bronx 10,0,0,0,2,6,8,40.855983,-73.902212,1,False,6,0,0
405419,FDC,Registration,"Acurio, Helen",Brooklyn,11232,Brooklyn 15,0,0,0,1,6,7,40.651306,-74.008205,1,False,6,0,0
597339,GFDC,License,"Medina, Deyanira",Bronx,10452,Bronx 9,0,0,0,4,12,16,40.841817,-73.926261,1,False,12,0,0
741990,SACC,Registration,"Manhattan Youth Recreation and Resources, Inc.",New York,10011,Manhattan 2,0,0,0,380,0,380,40.742337,-74.002348,1,False,0,0,0
276128,GFDC,License,"Rodriguez, Sorangel",Ridgewood,11385,Queens 24,0,0,0,4,12,16,40.695902,-73.896414,1,False,12,0,0
376490,GFDC,License,"Safo, Anded",Brooklyn,11225,Brooklyn 17,0,0,0,4,12,16,40.659392,-73.960735,1,False,12,0,0
637385,GFDC,License,"Perez, Alejandra",Bronx,10460,Bronx 12,0,0,0,2,12,14,40.841252,-73.890454,1,False,12,0,0
812069,SACC,Registration,ULTIMATE ENRICHMENT,Bronx,10466,Bronx 11,0,0,0,200,0,200,40.88114,-73.839584,1,False,0,0,0
588339,GFDC,License,Neela Daycare Inc,Bronx,10472,Bronx 12,0,0,0,4,12,16,40.832484,-73.877072,1,False,12,0,0
860995,GFDC,License,Another Daycare By The Sea,Far Rockaway,11691,Queens 27,0,0,0,4,12,16,40.595291,-73.761357,1,False,12,0,0
879991,GFDC,License,"Ia's Learning Tree, Inc.",Brooklyn,11218,Brooklyn 15,0,0,0,4,12,16,40.654002,-73.980397,1,False,12,0,0
223774,SACC,Registration,Sunnyside Community Services Beacon Prog. @IS5,Elmhurst,11373,Queens 24,0,0,0,385,0,385,40.737089,-73.887739,1,False,0,0,0
59063,FDC,Registration,"Pettway, Bobbie",Brooklyn,11205,Brooklyn 13,0,0,0,0,6,6,40.688204,-73.973011,1,False,6,0,0
443903,FDC,Registration,"Young, Sarah",Staten Island,10303,Richmond 31,0,0,0,2,6,8,40.639584,-74.166256,1,False,6,0,0
878157,GFDC,License,"Heredia, Mary",Ridgewood,11385,Queens 24,0,0,0,4,12,16,40.695109,-73.902251,1,False,12,0,0
610480,GFDC,License,"Evans, Latoya",New York,10027,Manhattan 5,0,0,0,4,12,16,40.814523,-73.952895,1,False,12,0,0
805702,SACC,Registration,"Manhattan Youth Recreation & Resources, Inc.  @ West End",New York,10023,Manhattan 3,0,0,0,226,0,226,40.772541,-73.988507,1,False,0,0,0
881721,GFDC,License,"Villanueva, Krystal",Bronx,10461,Bronx 8,0,0,0,4,12,16,40.846294,-73.833597,1,False,12,0,0
110660,FDC,Registration,"Ramirez, Adria",Brooklyn,11220,Brooklyn 20,0,0,0,2,6,8,40.642499,-74.017041,1,False,6,0,0
287056,GFDC,License,"Cerda, Dominga",Bronx,10457,Bronx 10,0,0,0,0,12,12,40.855825,-73.899836,1,False,12,0,0
828942,GFDC,License,Kids Are Special Family Daycare,Saint Albans,11412,Queens 29,0,0,0,4,12,16,40.687719,-73.75727,1,False,12,0,0
856020,GFDC,License,"Joyner, Brittney",Staten Island,10303,Richmond 31,0,0,0,4,12,16,40.628242,-74.15197,1,False,12,0,0
108195,GFDC,License,LIL STARS GROUP FAMILY DAY CARE,Bronx,10453,Bronx 10,0,0,0,4,12,16,40.85439,-73.911523,1,False,12,0,0
495759,GFDC,License,"Nolasco Peralta, Alexandra",BRONX,10468,Bronx 10,0,0,0,4,12,16,40.874146,-73.901907,1,False,12,0,0
506222,GFDC,License,"Dora's Garden Playhouse, Corp.",Brooklyn,11235,Brooklyn 22,0,0,0,4,12,16,40.584309,-73.952872,1,False,12,0,0
207169,GFDC,License,"Hutchinson, Beverly",Bronx,10469,Bronx 11,0,0,0,4,12,16,40.869062,-73.845014,1,False,12,0,0
507684,GFDC,License,"Gomez Jimenez, Romelia",Bronx,10467,Bronx 10,0,0,0,4,12,16,40.883105,-73.885047,1,False,12,0,0
764902,SACC,Registration,"Woodycrest Center For Human Development, Inc.",Bronx,10452,Bronx 9,0,0,0,100,0,100,40.834487,-73.92973,1,False,0,0,0
243866,SACC,Registration,Shorefront Y Stars @ P.S. 225,Brooklyn,11235,Brooklyn 21,0,0,0,300,0,300,40.579858,-73.956274,1,False,0,0,0
367225,GFDC,License,"Grant, Juliana",Brooklyn,11207,Brooklyn 19,0,0,0,4,12,16,40.665447,-73.892087,1,False,12,0,0
427284,GFDC,License,"Isaacs, Fay",Brooklyn,11212,Brooklyn 23,0,0,0,4,12,16,40.66274,-73.917501,1,False,12,0,0
826265,GFDC,License,St. John's Kidz,Brooklyn,11217,Brooklyn 13,0,0,0,4,12,16,40.679232,-73.979904,1,False,12,0,0
